APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	Cont_S1.PAU	Cont_S2.PAU	Cont_S3.PAU	Cont_S4.PAU	TDP43_S5.PAU	TDP43_S6.PAU	TDP43_S7.PAU	Cont_S1.TPM	Cont_S2.TPM	Cont_S3.TPM	Cont_S4.TPM	TDP43_S5.TPM	TDP43_S6.TPM	TDP43_S7.TPM	Site	Control_mean_PAU	KO_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000145782.15_2_D	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115828403	115831863	-	115828403	115831803	3400	7	7.119	0	0	6.968	0	0	0	4.712247	0	0	5.319585	0	0	0	D	3.52175	0	-3.52175	0.181726685254683	1	NS	NS
ENSG00000145782.15_3_D	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115828830	115831863	-	115828830	115831803	2973	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000145782.15_4_D	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115829232	115831863	-	115829232	115831803	2571	7	0	9.157	0	6.678	13.643	7.277	13.626	0	6.939751	0	5.098717	9.243803	4.768106	9.755207	D	3.95875	11.5153333333333	7.55658333333333	0.0626850098808646	1	NS	NS
ENSG00000145782.15_5_D	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115829472	115831863	-	115829472	115831803	2331	7	21.717	22.419	53.792	32.731	37.932	32.662	24.187	14.374729	16.990692	36.644451	24.989867	25.701415	21.40196	17.316431	D	32.66475	31.5936666666667	-1.07108333333333	0.905061781299387	1	NS	NS
ENSG00000145782.15_6_D	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115829727	115831863	-	115829727	115831803	2076	7	27.554	0	0	0	0	0	0	18.238569	0	0	0	0	0	0	D	6.8885	0	-6.8885	0.391002218955771	1	NS	NS
ENSG00000145782.15_7_P	ENST00000509910	ENSG00000145782.15	ATG12	chr5	115830338	115831863	-	115830338	115831803	1465	7	25.072	44.791	22.196	36.802	21.493	34.744	36.727	16.595783	33.945797	15.120742	28.097677	14.562645	22.76637	26.294102	P	32.21525	30.988	-1.22725	0.86963308695786	1	NS	NS
ENSG00000186468.15_2_P	ENST00000510019,ENST00000296674	ENSG00000186468.15	RPS23	chr5	82275613	82276255	-	82275613	82276108	495	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000186468.15_3_S	ENST00000510019,ENST00000912102,ENST00001068786,ENST00000296674,ENST00001068793,ENST00001092131,ENST00001092132,ENST00001068800,ENST00000507980	ENSG00000186468.15	RPS23	chr5	82276065	82276518	-	82276065	82276108	43	3	100	100	100	100	100	100	100	843.411533	882.484278	669.53648	851.010738	882.259388	1025.844399	842.364975	S	100	100	0	1	1	NS	NS
ENSG00000218336.11_1_P	ENST00000510504	ENSG00000218336.11	TENM3	chr4	182799595	182801130	+	182800351	182801130	779	2	55.939	49.852	53.358	34.852	60.457	53.706	48.439	13.379012	10.49907	12.543783	7.071451	15.224176	11.616418	9.476336	P	48.50025	54.2006666666667	5.70041666666668	0.375815161477421	1	NS	NS
ENSG00000218336.11_2_D	ENST00000510504	ENSG00000218336.11	TENM3	chr4	182799595	182803024	+	182800351	182803024	2673	2	44.061	50.148	46.642	65.148	39.543	46.294	51.561	10.538317	10.561511	10.965109	13.218358	9.957782	10.013265	10.086971	D	51.49975	45.7993333333333	-5.70041666666667	0.375815161477422	1	NS	NS
ENSG00000197406.8_1_S	ENST00000510508,ENST00000700173	ENSG00000197406.8	DIO3	chr14	101561494	101563452	+	101562411	101563452	1041	1	100	100	100	100	100	100	100	0.196847	0.05508	0.142331	0.332803	0.47077	0.162698	0.645795	S	100	100	0	1	1	NS	NS
ENSG00000253251.5_1_S	ENST00000510585	ENSG00000253251.5	SHLD3	chr5	65629467	65630897	+	65630340	65630897	557	1	100	100	100	100	100	100	100	9.371934	11.192077	7.594811	14.671072	9.379144	8.526441	9.031576	S	100	100	0	1	1	NS	NS
ENSG00000074276.13_3_D	ENST00000510636	ENSG00000074276.13	CDHR2	chr5	176595531	176595974	+	176595672	176595974	302	3	0	100	0	0	NA	NA	NA	0	0.099544	0	0	0	0	0	D	25	NA	NA	NA	NA	NS	NS
ENSG00000174780.19_1_P	ENST00000510663	ENSG00000174780.19	SRP72	chr4	56501683	56503107	+	56501861	56503107	1246	2	79.451	77.323	76.681	70.404	71.226	72.569	69.764	62.812753	71.374723	57.849426	69.153997	63.481917	62.350842	50.585553	P	75.96475	71.1863333333333	-4.77841666666666	0.0868098821683493	1	NS	NS
ENSG00000174780.19_2_D	ENST00000510663	ENSG00000174780.19	SRP72	chr4	56501683	56503681	+	56501861	56503681	1820	2	20.549	22.677	23.319	29.596	28.774	27.431	30.236	16.245627	20.932049	17.592533	29.069857	25.645046	23.568044	21.923992	D	24.03525	28.8136666666667	4.77841666666667	0.0868098821683488	1	NS	NS
ENSG00000112273.7_1_S	ENST00000510882	ENSG00000112273.7	HDGFL1	chr6	22569565	22571666	+	22570331	22571666	1335	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000081189.19_2_D	ENST00000510942,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88718240	88722925	-	88718240	88722603	4363	7	42.794	57.387	36.268	50.774	53.42	39.439	32.767	5.568234	5.445501	5.412749	5.296433	6.964761	5.167179	5.856919	D	46.80575	41.8753333333333	-4.93041666666667	0.55302276277818	1	NS	NS
ENSG00000081189.19_3_D	ENST00000510942,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88718977	88722925	-	88718977	88722603	3626	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000081189.19_4_D	ENST00000510942,ENST00000506554,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88720824	88722925	-	88720824	88722603	1779	7	31.691	42.613	23.552	49.226	15.047	33.166	23.019	4.123455	4.04362	3.515035	5.134956	1.961768	4.345195	4.11461	D	36.7705	23.744	-13.0265	0.154208478621195	1	NS	NS
ENSG00000081189.19_5_D	ENST00000510942,ENST00000506554,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88721569	88722925	-	88721569	88722603	1034	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000081189.19_6_D	ENST00000510942,ENST00000506554,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88721617	88722925	-	88721617	88722603	986	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000081189.19_7_P	ENST00000510942,ENST00000506554,ENST00000340208	ENSG00000081189.19	MEF2C	chr5	88722352	88722925	-	88722352	88722603	251	7	24.6	0	38.861	0	31.533	27.071	42.484	3.200826	0	5.799713	0	4.111119	3.546676	7.59376	P	15.86525	33.696	17.83075	0.165990600712478	1	NS	NS
ENSG00000153922.14_1_D	ENST00000511067	ENSG00000153922.14	CHD1	chr5	98853984	98856725	-	98853984	98856379	2395	3	9.191	4.548	6.476	10.08	15.225	3.663	13.289	2.202812	1.028927	1.550623	2.463143	3.399463	1.027615	2.91824	D	7.57375	10.7256666666667	3.15191666666667	0.477656278295541	1	NS	NS
ENSG00000153922.14_2_D	ENST00000511067	ENSG00000153922.14	CHD1	chr5	98855203	98856725	-	98855203	98856379	1176	3	46.144	75.434	71.7	63.382	84.775	50.528	62.629	11.059289	17.066742	17.168136	15.488263	18.928997	14.174773	13.753576	D	64.165	65.9773333333333	1.81233333333334	0.887601113214467	1	NS	NS
ENSG00000153922.14_3_P	ENST00000511067	ENSG00000153922.14	CHD1	chr5	98855745	98856725	-	98855745	98856379	634	3	44.665	20.018	21.824	26.538	0	45.809	24.082	10.705023	4.529116	5.225707	6.484966	0	12.851058	5.288546	P	28.26125	23.297	-4.96425	0.754788682435915	1	NS	NS
ENSG00000205301.13_1_S	ENST00000511113	ENSG00000205301.13	MGAT4D	chr4	140442261	140443444	-	140442261	140443435	1174	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000285437.4_1_D	ENST00000511313,ENST00000939990,ENST00001103509,ENST00001103510	ENSG00000285437.4	POLR2J3	chr7	102562655	102567083	-	102562655	102566992	4337	2	100	50.297	32.948	38.285	100	100	100	2.904845	1.546132	1.095233	1.409608	2.680153	3.359801	3.122733	D	55.3825	100	44.6175	0.0617682415401364	1	NS	NS
ENSG00000285437.4_2_P	ENST00000511313,ENST00000939990,ENST00001103509,ENST00001103510	ENSG00000285437.4	POLR2J3	chr7	102563094	102567083	-	102563094	102566992	3898	2	0	49.703	67.052	61.715	0	0	0	0	1.527862	2.228858	2.272299	0	0	0	P	44.6175	0	-44.6175	0.0617682415401364	1	NS	NS
ENSG00000239672.10_1_S	ENST00000511355,ENST00000013034,ENST00001059097,ENST00001139880,ENST00000911795	ENSG00000239672.10	NME1	chr17	51161097	51162061	+	51161845	51162061	216	1	100	100	100	100	100	100	100	272.227161	288.001064	285.404918	288.638843	306.050514	320.103321	336.320364	S	100	100	0	1	1	NS	NS
ENSG00000172932.18_1_S	ENST00000511455	ENSG00000172932.18	ANKRD13D	chr11	67302118	67302481	+	67302332	67302481	149	1	100	100	100	100	100	100	100	85.12238	64.790542	92.4731	73.154683	80.175113	68.740616	65.799188	S	100	100	0	1	1	NS	NS
ENSG00000188818.14_1_S	ENST00000511539	ENSG00000188818.14	ZDHHC11	chr5	839441	840650	-	839441	840210	769	1	100	100	100	100	100	100	100	2.621288	1.95308	2.52059	2.170229	2.355187	4.174904	2.935702	S	100	100	0	1	1	NS	NS
ENSG00000181381.17_1_S	ENST00000511577	ENSG00000181381.17	DDX60L	chr4	168356734	168358276	-	168356734	168358146	1412	1	100	100	NA	100	NA	NA	NA	0.060506	0.047183	0	0.115157	0	0	0	S	100	NA	NA	NA	NA	NS	NS
ENSG00000137460.12_1_S	ENST00000511601	ENSG00000137460.12	FHDC1	chr4	152974674	152979671	+	152976723	152979671	2948	1	100	100	100	100	100	100	100	11.20813	9.594464	11.234457	10.040798	9.368209	8.510528	8.871738	S	100	100	0	1	1	NS	NS
ENSG00000152422.18_1_S	ENST00000511817,ENST00000282268	ENSG00000152422.18	XRCC4	chr5	83353124	83353760	+	83353242	83353760	518	1	100	100	100	100	100	100	100	12.53561	12.577241	4.298862	9.451506	11.531861	9.546057	8.567059	S	100	100	0	1	1	NS	NS
ENSG00000169851.18_1_P	ENST00000511884,ENST00000695921,ENST00000695922	ENSG00000169851.18	PCDH7	chr4	31142472	31145675	+	31142849	31145675	2826	2	33.014	0	0	0	0	0	0	3.079076	0	0	0	0	0	0	P	8.2535	0	-8.2535	0.391002218955771	1	NS	NS
ENSG00000169851.18_2_D	ENST00000511884,ENST00000695921,ENST00000695922	ENSG00000169851.18	PCDH7	chr4	31142472	31146805	+	31142849	31146805	3956	2	66.986	100	100	100	100	100	100	6.247603	8.499441	9.135163	10.151936	6.500136	6.475672	6.73109	D	91.7465	100	8.2535	0.39100221895577	1	NS	NS
ENSG00000229924.3_1_S	ENST00000512047	ENSG00000229924.3	FAM90A26	chr4	9175204	9176730	+	9176167	9176730	563	1	100	NA	100	NA	NA	NA	100	0.038129	0	0.04162	0	0	0	0.071193	S	100	100	0	NA	NA	NS	NS
ENSG00000169247.16_1_D	ENST00000512049	ENSG00000169247.16	SH3TC2	chr5	149000440	149004902	-	149000440	149004710	4270	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000169247.16_2_D	ENST00000512049	ENSG00000169247.16	SH3TC2	chr5	149001343	149004902	-	149001343	149004710	3367	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000169247.16_3_P	ENST00000512049	ENSG00000169247.16	SH3TC2	chr5	149003945	149004902	-	149003945	149004710	765	3	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000138759.22_1_S	ENST00000512123	ENSG00000138759.22	FRAS1	chr4	78540530	78544269	+	78541124	78544269	3145	1	100	100	100	100	100	100	100	11.69335	10.824596	12.176656	12.019481	10.488369	11.188429	11.832792	S	100	100	0	1	1	NS	NS
ENSG00000196670.15_1_S	ENST00000512132,ENST00000502412	ENSG00000196670.15	ZFP62	chr5	180847610	180851493	-	180847610	180848791	1181	1	100	100	100	100	100	100	100	21.672471	19.798127	19.803442	20.985187	17.578043	18.829759	19.839455	S	100	100	0	1	1	NS	NS
ENSG00000070190.15_1_P	ENST00000512369	ENSG00000070190.15	DAPP1	chr4	99868116	99868712	+	99868185	99868712	527	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	P	NA	NA	NA	NA	NA	NS	NS
ENSG00000070190.15_2_D	ENST00000512369	ENSG00000070190.15	DAPP1	chr4	99868116	99869614	+	99868185	99869614	1429	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	D	NA	NA	NA	NA	NA	NS	NS
ENSG00000179046.11_1_S	ENST00000512729,ENST00001075158,ENST00001135381	ENSG00000179046.11	TRIML2	chr4	188091271	188091941	-	188091271	188091372	101	1	NA	NA	NA	100	NA	NA	NA	0	0	0	0.074931	0	0	0	S	100	NA	NA	NA	NA	NS	NS
ENSG00000163291.16_1_S	ENST00000512733,ENST00001081818,ENST00001135802	ENSG00000163291.16	PAQR3	chr4	78911877	78920681	-	78911877	78920538	8661	1	100	100	100	100	100	100	100	8.590548	10.487909	8.920156	10.248619	9.400646	8.391594	9.737133	S	100	100	0	1	1	NS	NS
ENSG00000013375.19_1_P	ENST00000512866,ENST00000513973	ENSG00000013375.19	PGM3	chr6	83166129	83169323	-	83166129	83166386	257	2	11.858	15.792	29.574	0	25.128	14.972	15.52	1.570114	2.050773	4.226743	0	3.448854	2.144797	2.206119	P	14.306	18.54	4.234	0.571173563197588	1	NS	NS
ENSG00000171643.16_1_S	ENST00000513010	ENSG00000171643.16	S100Z	chr5	76877673	76878219	+	76877832	76878219	387	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000185261.17_1_S	ENST00000513200	ENSG00000185261.17	KIAA0825	chr5	94150850	94154124	-	94150850	94154006	3156	1	100	100	100	100	100	100	100	0.124007	0.28147	0.343294	0.203639	0.445903	0.327511	0.139329	S	100	100	0	1	1	NS	NS
ENSG00000153006.18_1_D	ENST00000513458	ENSG00000153006.18	SREK1IP1	chr5	64718143	64724573	-	64718143	64724383	6240	2	100	100	100	100	87.094	93.754	100	13.505773	12.774132	12.230806	12.210387	14.004941	11.922394	12.112633	D	100	93.616	-6.384	0.228802040413845	1	NS	NS
ENSG00000153006.18_2_P	ENST00000513458	ENSG00000153006.18	SREK1IP1	chr5	64720523	64724573	-	64720523	64724383	3860	2	0	0	0	0	12.906	6.246	0	0	0	0	0	2.075346	0.794306	0	P	0	6.384	6.384	0.228802040413845	1	NS	NS
ENSG00000145321.15_1_S	ENST00000513476,ENST00000994936	ENSG00000145321.15	GC	chr4	71741692	71741870	-	71741692	71741821	129	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000134987.15_1_P	ENST00000513710	ENSG00000134987.15	WDR36	chr5	111126733	111126989	+	111126883	111126989	106	5	36.908	0	33.662	24.718	49.732	32.122	17.608	9.765582	0	9.441813	6.283822	18.315893	8.493678	4.371532	P	23.822	33.154	9.332	0.491651401690145	1	NS	NS
ENSG00000134987.15_2_D	ENST00000513710	ENSG00000134987.15	WDR36	chr5	111126733	111128364	+	111126883	111128364	1481	5	28.939	40.434	30.136	37.191	7.965	24.243	25.421	7.657074	6.890992	8.452798	9.454676	2.933268	6.410284	6.311304	D	34.175	19.2096666666667	-14.9653333333333	0.0981689120272651	1	NS	NS
ENSG00000134987.15_3_D	ENST00000513710	ENSG00000134987.15	WDR36	chr5	111126733	111129706	+	111126883	111129706	2823	5	0	11.958	14.633	0	26.847	17.722	21.26	0	2.037897	4.104465	0	9.887282	4.686138	5.278211	D	6.64775	21.943	15.29525	0.0234680181528837	1	Lengthening	Distal increased
ENSG00000134987.15_4_D	ENST00000513710	ENSG00000134987.15	WDR36	chr5	111126733	111130442	+	111126883	111130442	3559	5	34.153	31.895	21.57	38.091	15.456	0	28.192	9.036604	5.435817	6.050128	9.683434	5.692427	0	6.999333	D	31.42725	14.5493333333333	-16.8779166666667	0.161710057027836	1	NS	NS
ENSG00000134987.15_5_D	ENST00000513710	ENSG00000134987.15	WDR36	chr5	111126733	111130502	+	111126883	111130502	3619	5	0	15.713	0	0	0	25.913	7.52	0	2.678001	0	0	0	6.851974	1.86694	D	3.92825	11.1443333333333	7.21608333333333	0.464219627937823	1	NS	NS
ENSG00000172497.11_1_S	ENST00000513751	ENSG00000172497.11	ACOT12	chr5	81359852	81360038	-	81359852	81359894	42	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000179057.14_1_S	ENST00000513874	ENSG00000179057.14	IGSF22	chr11	18704304	18704538	-	18704304	18704467	163	1	NA	NA	100	100	100	NA	NA	0	0	0.613925	1.450038	1.102416	0	0	S	100	100	0	NA	NA	NS	NS
ENSG00000013375.19_2_D	ENST00000513973	ENSG00000013375.19	PGM3	chr6	83164872	83169323	-	83164872	83169233	4361	2	88.142	84.208	70.426	100	74.872	85.028	84.48	11.671374	10.935459	10.0652	15.287225	10.276029	12.181021	12.00816	D	85.694	81.46	-4.23399999999999	0.571173563197588	1	NS	NS
ENSG00000230561.8_1_S	ENST00000514853,ENST00001100095,ENST00001135611	ENSG00000230561.8	CCDC192	chr5	127941181	127941506	+	127941468	127941506	38	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000172062.19_2_S	ENST00000514951,ENST00000506163	ENSG00000172062.19	SMN1	chr5	70951940	70952557	+	70952453	70952557	104	2	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000138750.18_3_D	ENST00000514987	ENSG00000138750.18	NUP54	chr4	76112791	76115494	-	76112791	76115365	2574	3	0.771	0.066	0.822	0.4	0.679	0.243	0.675	0.27734	0.021752	0.245082	0.151199	0.210809	0.084249	0.18921	D	0.51475	0.532333333333333	0.0175833333333333	0.94161056532714	1	NS	NS
ENSG00000173011.13_2_S	ENST00000515646,ENST00000310074,ENST00001125996	ENSG00000173011.13	TADA2B	chr4	7052823	7056637	+	7055054	7056637	1583	2	100	NA	100	100	NA	100	NA	3.754419	0	3.103081	1.543223	0	6.588475	0	S	100	100	0	NA	NA	NS	NS
ENSG00000127184.15_2_S	ENST00000515763	ENSG00000127184.15	COX7C	chr5	86620667	86620962	+	86620673	86620962	289	2	100	100	100	100	100	100	100	89.247048	108.627348	56.441578	81.26452	68.423596	62.86066	81.092709	S	100	100	0	1	1	NS	NS
ENSG00000156471.15_2_D	ENST00000517309	ENSG00000156471.15	PTDSS1	chr8	96333456	96335321	+	96333566	96335321	1755	2	2.411	1.889	1.806	1.75	1.162	2.017	1.245	2.212097	1.938167	1.85755	1.793931	1.305755	2.222015	1.492487	D	1.964	1.47466666666667	-0.489333333333333	0.208040062943326	1	NS	NS
ENSG00000156471.15_1_P	ENST00000517309,ENST00001122950	ENSG00000156471.15	PTDSS1	chr8	96333456	96334552	+	96334444	96334552	108	2	97.589	98.111	98.194	98.25	98.838	97.983	98.755	89.524559	100.645514	100.979539	100.744469	111.06414	107.944238	118.352051	P	98.036	98.5253333333333	0.489333333333335	0.208040062943322	1	NS	NS
ENSG00000168546.13_1_D	ENST00000517328	ENSG00000168546.13	GFRA2	chr8	21690402	21693400	-	21690402	21693277	2875	2	1.925	1.152	0.814	1.467	0.267	1.767	1.205	0.272333	0.160438	0.133412	0.205675	0.05519	0.429689	0.335543	D	1.3395	1.07966666666667	-0.259833333333333	0.635768758461501	1	NS	NS
ENSG00000168546.13_2_P	ENST00000517328	ENSG00000168546.13	GFRA2	chr8	21692017	21693400	-	21692017	21693277	1260	2	98.075	98.848	99.186	98.533	99.733	98.233	98.795	13.874108	13.771404	16.25632	13.811347	20.600746	23.88125	27.509012	P	98.6605	98.9203333333333	0.259833333333333	0.635768758461502	1	NS	NS
ENSG00000253457.6_1_S	ENST00000517349	ENSG00000253457.6	SMIM18	chr8	30645280	30645956	+	30645597	30645956	359	1	100	100	100	100	100	100	100	81.086352	96.10601	62.167118	95.377594	70.150545	67.136218	70.532837	S	100	100	0	1	1	NS	NS
ENSG00000185728.19_1_P	ENST00000517371,ENST00001094484,ENST00001139449,ENST00000934586	ENSG00000185728.19	YTHDF3	chr8	63209682	63210166	+	63209706	63210166	460	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P	0	0	0	1	1	NS	NS
ENSG00000185728.19_2_D	ENST00000517371,ENST00001094484,ENST00001139449,ENST00000934586	ENSG00000185728.19	YTHDF3	chr8	63209682	63210748	+	63209706	63210748	1042	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000185728.19_3_D	ENST00000517371,ENST00001094484,ENST00001139449,ENST00000934586	ENSG00000185728.19	YTHDF3	chr8	63209682	63211050	+	63209706	63211050	1344	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000185728.19_4_D	ENST00000517371,ENST00001094484,ENST00001139449,ENST00000934586	ENSG00000185728.19	YTHDF3	chr8	63209682	63212458	+	63209706	63212458	2752	5	69.975	70.178	26.244	54.033	26.672	48.542	27.4	28.385767	34.33134	10.894649	26.327994	11.409734	20.150569	11.80816	D	55.1075	34.2046666666667	-20.9028333333333	0.158906190414161	1	NS	NS
ENSG00000185728.19_5_D	ENST00000517371,ENST00001094484,ENST00001139449,ENST00000934586	ENSG00000185728.19	YTHDF3	chr8	63209682	63212786	+	63209706	63212786	3080	5	30.025	29.822	73.756	45.967	73.328	51.458	72.6	12.179606	14.588863	30.618321	22.397777	31.368732	21.361449	31.287232	D	44.8925	65.7953333333333	20.9028333333333	0.158906190414161	1	NS	NS
ENSG00000147481.18_1_S	ENST00000517473	ENSG00000147481.18	SNTG1	chr8	50792670	50794118	+	50792829	50794118	1289	1	100	100	100	100	100	100	100	1.572374	2.693705	0.785835	2.567788	2.671964	3.049939	0.738425	S	100	100	0	1	1	NS	NS
ENSG00000085719.15_1_P	ENST00000517490	ENSG00000085719.15	CPNE3	chr8	86558287	86559581	+	86558410	86559581	1171	3	26.141	16.315	28.053	21.947	0	14.827	28.946	8.241557	5.355431	9.066232	7.540197	0	5.8895	12.863717	P	23.114	14.591	-8.523	0.418100482330886	1	NS	NS
ENSG00000085719.15_2_D	ENST00000517490	ENSG00000085719.15	CPNE3	chr8	86558287	86561413	+	86558410	86561413	3003	3	53.101	59.62	0	0	0	27.709	0	16.740958	19.570756	0	0	0	11.006053	0	D	28.18025	9.23633333333333	-18.9439166666667	0.363336063454655	1	NS	NS
ENSG00000085719.15_3_D	ENST00000517490	ENSG00000085719.15	CPNE3	chr8	86558287	86561498	+	86558410	86561498	3088	3	20.758	24.066	71.947	78.053	100	57.464	71.054	6.544415	7.899781	23.251934	26.815505	38.326557	22.825299	31.576337	D	48.706	76.1726666666667	27.4666666666667	0.222898028343998	1	NS	NS
ENSG00000253250.5_1_S	ENST00000517562	ENSG00000253250.5	C8orf88	chr8	90958636	90959030	-	90958636	90959006	370	1	100	100	100	100	100	100	100	2.869401	2.677096	4.359302	1.891845	3.530406	2.921155	4.83993	S	100	100	0	1	1	NS	NS
ENSG00000234511.13_1_S	ENST00000517575	ENSG00000234511.13	C5orf58	chr5	170251647	170252575	+	170251655	170252575	920	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	S	NA	NA	NA	NA	NA	NS	NS
ENSG00000104343.23_6_D	ENST00000517608	ENSG00000104343.23	UBE2W	chr8	73786219	73794115	-	73786219	73794101	7882	9	7.799	7.475	7.46	6.81	7.706	7.41	5.754	3.43228	3.994361	2.67114	3.388908	3.142326	3.189653	2.044309	D	7.386	6.95666666666667	-0.429333333333333	0.560627942241175	1	NS	NS
ENSG00000104343.23_7_D	ENST00000517608	ENSG00000104343.23	UBE2W	chr8	73786904	73794115	-	73786904	73794101	7197	9	2.287	0	4.915	0	0	0	3.33	1.006374	0	1.759848	0	0	0	1.183231	D	1.8005	1.11	-0.6905	0.686717563717571	1	NS	NS
ENSG00000104343.23_8_D	ENST00000517608	ENSG00000104343.23	UBE2W	chr8	73788127	73794115	-	73788127	73794101	5974	9	5.225	2.774	3.293	2.934	6.9	5.198	5.88	2.299643	1.482387	1.179194	1.459875	2.81364	2.237355	2.089246	D	3.5565	5.99266666666667	2.43616666666667	0.0231162378592785	1	NS	NS
ENSG00000104343.23_9_D	ENST00000517608	ENSG00000104343.23	UBE2W	chr8	73790611	73794115	-	73790611	73794101	3490	9	39.214	43.941	52.064	56.049	52.915	52.814	66.199	17.258107	23.4804	18.64324	27.89036	21.576278	22.733758	23.520962	D	47.817	57.3093333333333	9.49233333333333	0.173565723420565	1	NS	NS
ENSG00000169139.14_1_P	ENST00000517630,ENST00001095874,ENST00001134907	ENSG00000169139.14	UBE2V2	chr8	48060681	48061571	+	48060828	48061571	743	5	77.409	79.698	72.785	77.285	74.399	73.465	77.42	166.791183	175.039992	126.092686	163.68033	138.82167	129.246616	141.901855	P	76.79425	75.0946666666667	-1.69958333333334	0.406426107343937	1	NS	NS
ENSG00000169139.14_2_D	ENST00000517630,ENST00001095874,ENST00001134907	ENSG00000169139.14	UBE2V2	chr8	48060681	48061894	+	48060828	48061894	1066	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000169139.14_3_D	ENST00000517630,ENST00001095874,ENST00001134907	ENSG00000169139.14	UBE2V2	chr8	48060681	48062587	+	48060828	48062587	1759	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
ENSG00000169139.14_4_D	ENST00000517630,ENST00001095874,ENST00001134907	ENSG00000169139.14	UBE2V2	chr8	48060681	48063545	+	48060828	48063545	2717	5	11.586	11.249	14.096	13.45	8.313	12.972	5.883	24.963723	24.706606	24.420293	28.485346	15.511613	22.821533	10.783591	D	12.59525	9.056	-3.53925	0.224700217698511	1	NS	NS
ENSG00000169139.14_5_D	ENST00000517630,ENST00001095874,ENST00001134907	ENSG00000169139.14	UBE2V2	chr8	48060681	48064708	+	48060828	48064708	3880	5	11.005	9.052	13.119	9.266	17.288	13.563	16.697	23.711332	19.881651	22.72766	19.623607	32.258404	23.860671	30.602988	D	10.6105	15.8493333333333	5.23883333333333	0.0220172727687817	1	NS	NS
ENSG00000184672.12_1_S	ENST00000517638,ENST00000521376,ENST00000521695	ENSG00000184672.12	RALYL	chr8	84920893	84921844	+	84920916	84921844	928	1	100	100	100	100	100	100	100	51.307491	64.227728	49.426293	64.361818	71.945436	71.422991	79.54317	S	100	100	0	1	1	NS	NS
ENSG00000154188.12_1_D	ENST00000517746	ENSG00000154188.12	ANGPT1	chr8	107249481	107252015	-	107249481	107251854	2373	6	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	D	0	0	0	1	1	NS	NS
