APA_ID	Transcript	Gene	Gene_Name	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	Num_Events	K263E_Rep1.PAU	K263E_Rep2.PAU	K263E_Rep3.PAU	WT_Rep1.PAU	WT_Rep2.PAU	WT_Rep3.PAU	K263E_Rep1.TPM	K263E_Rep2.TPM	K263E_Rep3.TPM	WT_Rep1.TPM	WT_Rep2.TPM	WT_Rep3.TPM	Site	TPM_pass_n	Expression_Pass	WT_mean_PAU	K263E_mean_PAU	DeltaPAU	P_value	FDR	APA_direction	Mechanistic_category
ENSG00000124134.10_1_S	ENST00001038509,ENST00001038510,ENST00000306117	ENSG00000124134.10	KCNS1	chr20	45092309	45095340	-	45092309	45092452	143	1	100	100	100	100	100	100	0.136811	0.747592	0.605955	0.893114	0.756198	1.49149	S	1	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000165209.21_1_S	ENST00001039001	ENSG00000165209.21	STRBP	chr9	123109493	123109753	-	123109493	123109748	255	1	100	100	100	100	100	100	39.859917	36.192625	58.35237	44.883991	57.429804	35.478752	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000184787.21_2_P	ENST00001039150,ENST00000330942	ENSG00000184787.21	UBE2G2	chr21	44769039	44771489	-	44769039	44771376	2337	2	98.673	99.222	100	100	99.337	99.249	59.272717	59.685697	70.082346	64.776895	61.962401	62.413239	P	6	TRUE	99.5286666666667	99.2983333333333	-0.230333333333334	0.642315562137657	1	NS	NS
ENSG00000150051.16_1_S	ENST00001039356,ENST00000375790,ENST00000969296	ENSG00000150051.16	MKX	chr10	27672879	27675454	-	27672879	27675228	2349	1	100	100	100	100	NA	100	0.382353	0.087096	0.327436	0.38558	0	0.525099	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000148399.15_1_S	ENST00001039507,ENST00000277540,ENST00001006119,ENST00001039462,ENST00001006106	ENSG00000148399.15	DPH7	chr9	137554903	137556864	-	137554903	137555238	335	1	100	100	100	100	100	100	49.078744	49.611006	36.358843	50.78774	40.159141	40.173204	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000164713.11_1_S	ENST00001039622	ENSG00000164713.11	BRI3	chr7	98306482	98310441	+	98306555	98310441	3886	1	100	100	100	100	100	100	4.00067	4.610592	4.707877	4.926585	4.789237	4.574772	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000103168.19_1_S	ENST00001039663,ENST00000341690,ENST00001082628,ENST00001139532	ENSG00000103168.19	TAF1C	chr16	84177851	84179851	-	84177851	84178356	505	1	100	100	100	100	100	100	59.163617	54.866225	46.715859	66.406454	50.054422	51.199306	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000115084.17_1_S	ENST00001039715,ENST00000994429	ENSG00000115084.17	SLC35F5	chr2	113712791	113715195	-	113712791	113713293	502	1	100	100	100	100	100	100	27.865557	28.155451	27.697661	26.871748	25.233612	29.111518	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000092054.16_1_S	ENST00001040050,ENST00000355349	ENSG00000092054.16	MYH7	chr14	23412737	23412871	-	23412737	23412760	23	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000148660.24_2_S	ENST00001040193,ENST00001000802	ENSG00000148660.24	CAMK2G	chr10	73812500	73814505	-	73812500	73814443	1943	2	100	100	100	100	100	100	71.237191	65.472922	64.816852	73.12898	77.777965	65.576305	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000148660.24_1_S	ENST00001040193,ENST00001000802,ENST00000864114	ENSG00000148660.24	CAMK2G	chr10	73814261	73815247	-	73814261	73814443	182	2	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000183431.14_1_S	ENST00001040266,ENST00000373019,ENST00000974777,ENST00001140541	ENSG00000183431.14	SF3A3	chr1	37956974	37958263	-	37956974	37958185	1211	1	100	100	100	100	100	100	54.137919	58.406355	58.352636	59.63602	55.249965	56.04499	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000175318.14_1_S	ENST00001040330,ENST00000309731	ENSG00000175318.14	GRAMD2A	chr15	72159806	72162012	-	72159806	72160244	438	1	100	100	100	100	100	100	0.273744	0.124545	0.325322	0.07069	0.271282	0.322573	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000007923.19_1_S	ENST00001040456,ENST00000294401,ENST00001005797,ENST00001144431	ENSG00000007923.19	DNAJC11	chr1	6634167	6635700	-	6634167	6635651	1484	1	100	100	100	100	100	100	65.070121	68.301844	63.330998	65.88816	60.33824	64.097962	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000182534.15_2_P	ENST00001040491,ENST00000355797	ENSG00000182534.15	MXRA7	chr17	76673649	76677702	-	76673649	76677587	3938	2	87.021	91.653	90.643	88.238	86.992	85.597	27.968583	34.098683	34.127078	32.340517	30.977548	34.763624	P	6	TRUE	86.9423333333333	89.7723333333333	2.83	0.172563255585907	1	NS	NS
ENSG00000127989.16_1_S	ENST00001040520,ENST00000419292,ENST00000351870	ENSG00000127989.16	MTERF1	chr7	91872890	91874764	-	91872890	91873593	703	1	100	100	100	100	100	100	13.847417	12.407582	15.172066	14.775389	13.657673	15.010647	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000170909.16_1_S	ENST00001040549,ENST00000351806,ENST00001040550,ENST00001140082,ENST00000284648	ENSG00000170909.16	OSCAR	chr19	54094667	54096153	-	54094667	54095042	375	1	100	100	100	100	100	100	0.367061	0.110659	0.240166	0.394858	0.294789	0.624795	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000162961.16_1_S	ENST00001040682	ENSG00000162961.16	DPY30	chr2	32011885	32012052	-	32011885	32011992	107	1	NA	100	NA	NA	100	NA	0	19.065758	0	0	16.408516	0	S	2	TRUE	100	100	0	NA	NA	NS	NS
ENSG00000173530.8_1_S	ENST00001040776,ENST00000312584,ENST00001071045	ENSG00000173530.8	TNFRSF10D	chr8	23135587	23138093	-	23135587	23137781	2194	1	100	100	100	100	100	100	0.914381	0.665448	1.449548	0.498137	0.726392	1.183715	S	2	TRUE	100	100	0	1	1	NS	NS
ENSG00000154146.15_1_S	ENST00001040809	ENSG00000154146.15	NRGN	chr11	124746403	124747208	+	124746468	124747208	740	1	100	100	100	100	100	100	0.579274	2.625539	1.941939	0.922947	0.470562	2.869943	S	3	TRUE	100	100	0	1	1	NS	NS
ENSG00000158710.17_1_S	ENST00001040891,ENST00000320307,ENST00001040888,ENST00001100056	ENSG00000158710.17	TAGLN2	chr1	159918106	159918941	-	159918106	159918799	693	1	100	100	100	100	100	100	3.915738	9.087675	10.63755	4.328593	3.3099	10.018554	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000121858.13_2_P	ENST00001040999,ENST00000241261,ENST00000420541,ENST00000855868	ENSG00000121858.13	TNFSF10	chr3	172505673	172506919	-	172505673	172506455	782	2	NA	NA	100	NA	NA	NA	0	0	0.110685	0	0	0	P	0	FALSE	NA	100	NA	NA	NA	NS	NS
ENSG00000175662.21_1_P	ENST00001041055,ENST00000318094,ENST00001071171,ENST00001137806	ENSG00000175662.21	TOM1L2	chr17	17846824	17847783	-	17846824	17847199	375	2	0	6.18	14.884	14.939	18.774	17.086	0	3.602646	8.710017	10.128913	12.908165	11.793892	P	5	TRUE	16.933	7.02133333333333	-9.91166666666667	0.141287864833808	1	NS	NS
ENSG00000175662.21_2_D	ENST00001041055,ENST00000379504	ENSG00000175662.21	TOM1L2	chr17	17843507	17847783	-	17843507	17847199	3692	2	100	93.82	85.116	85.061	81.226	82.914	54.622896	54.688469	49.80827	57.671213	55.848685	57.234456	D	6	TRUE	83.067	92.9786666666667	9.91166666666666	0.141287864833808	1	NS	NS
ENSG00000119402.20_2_P	ENST00001041169,ENST00000608872	ENSG00000119402.20	FBXW2	chr9	120757007	120764847	-	120757007	120757304	297	2	77.342	85.274	81.988	31.985	85.213	92.111	43.695532	46.980182	46.367423	17.521397	46.254869	50.611105	P	6	TRUE	69.7696666666667	81.5346666666667	11.765	0.599738531341902	1	NS	NS
ENSG00000103260.11_1_P	ENST00001041427,ENST00000568223,ENST00000994593,ENST00001041430	ENSG00000103260.11	METRN	chr16	715875	717480	+	717387	717480	93	2	63.847	76.355	62.062	55.807	72.364	65.668	15.701719	20.29068	14.723853	7.088947	10.977208	10.391882	P	6	TRUE	64.613	67.4213333333333	2.80833333333334	0.691735484662628	1	NS	NS
ENSG00000103260.11_2_D	ENST00001041427,ENST00000568223,ENST00000994593,ENST00001041430	ENSG00000103260.11	METRN	chr16	715875	719655	+	717387	719655	2268	2	36.153	23.645	37.938	44.193	27.636	34.332	8.891026	6.283561	9.000688	5.61356	4.192325	5.432915	D	6	TRUE	35.387	32.5786666666667	-2.80833333333334	0.691735484662628	1	NS	NS
ENSG00000175220.14_1_S	ENST00001041482,ENST00001061807,ENST00000311956,ENST00001061806	ENSG00000175220.14	ARHGAP1	chr11	46677079	46679244	-	46677079	46678633	1554	1	100	100	100	100	100	100	61.605573	62.579619	59.705598	57.034725	58.193087	62.964867	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000130700.9_1_S	ENST00001041930,ENST00001041928,ENST00000252997,ENST00001041929,ENST00001132829	ENSG00000130700.9	GATA5	chr20	62463496	62464991	-	62463496	62464135	639	1	NA	100	NA	NA	NA	100	0	0.096213	0	0	0	0.103296	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000168685.17_4_S	ENST00001042026,ENST00000303115,ENST00000877114	ENSG00000168685.17	IL7R	chr5	35875511	35876812	+	35876486	35876812	326	4	NA	100	NA	NA	NA	100	0	0.362833	0	0	0	0.172154	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000132109.12_1_S	ENST00001042028,ENST00000881224,ENST00000254436,ENST00000999604,ENST00001082699,ENST00001082701	ENSG00000132109.12	TRIM21	chr11	4384901	4385853	-	4384901	4385102	201	1	100	100	100	100	100	100	3.048706	2.422869	2.171946	2.550389	2.274157	2.653786	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000173511.12_1_S	ENST00001042197,ENST00000426086	ENSG00000173511.12	VEGFB	chr11	64238335	64238793	+	64238456	64238793	337	1	100	100	100	100	100	100	214.319594	198.144204	167.101718	200.044466	190.126611	158.665728	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000088448.16_1_S	ENST00001042270,ENST00000267339,ENST00000984118,ENST00001131890,ENST00000886510,ENST00001042265	ENSG00000088448.16	ANKRD10	chr13	110878539	110883793	-	110878539	110879056	517	1	100	100	100	100	100	100	44.596999	44.465167	39.753168	48.721836	39.073893	38.099669	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000150977.14_1_S	ENST00001042515,ENST00000718485	ENSG00000150977.14	RILPL2	chr12	123413583	123415921	-	123413583	123414817	1234	1	100	100	100	100	100	100	0.804131	1.001134	1.750086	1.084612	0.992424	1.36138	S	4	TRUE	100	100	0	1	1	NS	NS
ENSG00000213551.9_1_S	ENST00001042530,ENST00000372950	ENSG00000213551.9	DNAJC9	chr10	73242830	73243519	-	73242830	73243349	519	1	100	100	100	100	100	100	93.17559	86.781189	85.961391	83.909936	86.55866	80.077618	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000176485.16_2_D	ENST00001042700,ENST00000323646,ENST00001042702	ENSG00000176485.16	PLAAT3	chr11	63573347	63575046	-	63573347	63574849	1502	2	26.963	22.194	45.319	100	26.526	49.068	5.330686	9.725527	10.495864	3.297939	3.454996	6.657797	D	6	TRUE	58.5313333333333	31.492	-27.0393333333333	0.339902796510777	1	NS	NS
ENSG00000176485.16_1_P	ENST00001042700,ENST00000323646,ENST00001042702,ENST00001087859	ENSG00000176485.16	PLAAT3	chr11	63574807	63575046	-	63574807	63574849	42	2	73.037	77.806	54.681	0	73.474	50.932	14.440021	34.095113	12.664289	0	9.569724	6.910593	P	5	TRUE	41.4686666666667	68.508	27.0393333333333	0.339902796510777	1	NS	NS
ENSG00000011485.17_1_S	ENST00001042917	ENSG00000011485.17	PPP5C	chr19	46392636	46392981	+	46392653	46392981	328	1	100	100	100	100	100	100	4.831756	2.135365	1.110577	1.233552	1.867636	3.31898	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000219626.11_1_S	ENST00001043147	ENSG00000219626.11	FAM228B	chr2	24169355	24169638	+	24169385	24169638	253	1	100	100	100	100	100	100	34.886008	25.039636	35.020482	30.25796	33.895454	28.789343	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000121769.10_1_S	ENST00001043230,ENST00000373713	ENSG00000121769.10	FABP3	chr1	31365624	31365939	-	31365624	31365680	56	1	100	100	100	100	100	100	46.840201	87.328928	57.032074	27.926607	59.773878	36.028255	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000164603.14_1_S	ENST00001043247,ENST00000297145	ENSG00000164603.14	SAMTOR	chr7	112819147	112822373	-	112819147	112821743	2596	1	100	100	100	100	100	100	29.306636	31.849443	34.480126	31.102019	33.363296	33.000013	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000174233.14_1_S	ENST00001043253,ENST00001043258,ENST00000357869	ENSG00000174233.14	ADCY6	chr12	48766193	48768716	-	48766193	48767393	1200	1	100	100	100	100	100	100	60.872822	57.456044	53.835666	60.668887	54.576829	60.113413	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000100413.19_2_P	ENST00001043426,ENST00000337566,ENST00000984690,ENST00001135091	ENSG00000100413.19	POLR3H	chr22	41528841	41529336	-	41528841	41529043	202	2	74.116	72.556	66.684	71.022	71.27	69.83	78.031233	73.464529	48.168593	69.150504	66.624602	69.596015	P	6	TRUE	70.7073333333333	71.1186666666667	0.411333333333332	0.873801630712613	1	NS	NS
ENSG00000159069.16_1_S	ENST00001043657,ENST00000858263,ENST00000858261,ENST00000325285,ENST00001043621,ENST00001043639,ENST00001123555	ENSG00000159069.16	FBXW5	chr9	136940434	136941171	-	136940434	136940818	384	1	100	100	100	100	100	100	122.392749	130.235157	138.441148	152.366735	126.53611	130.892947	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000115290.13_1_S	ENST00001043692,ENST00000263915	ENSG00000115290.13	GRB14	chr2	164492815	164493182	-	164492815	164493035	220	1	NA	100	NA	NA	100	NA	0	0.926808	0	0	0.80887	0	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000176978.18_1_S	ENST00001043765,ENST00000371579,ENST00000718334,ENST00000718335,ENST00000974674,ENST00001133320	ENSG00000176978.18	DPP7	chr9	137110541	137110783	-	137110541	137110647	106	1	100	100	100	100	100	100	29.030682	38.920084	43.950508	53.508758	33.864741	59.645438	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000143507.20_1_S	ENST00001043900,ENST00000366899	ENSG00000143507.20	DUSP10	chr1	221701423	221702677	-	221701423	221702411	988	1	100	100	100	100	100	100	3.723157	6.046011	7.798955	5.320591	4.219054	6.650464	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000131370.18_1_S	ENST00001043984,ENST00000947042,ENST00000383791	ENSG00000131370.18	SH3BP5	chr3	15254852	15256303	-	15254852	15256085	1233	1	100	100	100	100	100	100	204.462691	188.74736	171.441907	189.800748	198.279723	186.225544	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000146926.13_1_S	ENST00001044158,ENST00000968509	ENSG00000146926.13	ASB10	chr7	151175697	151176297	-	151175697	151175948	251	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000118162.16_1_S	ENST00001044228,ENST00000338134	ENSG00000118162.16	KPTN	chr19	47475149	47475544	-	47475149	47475415	266	1	100	100	100	100	100	100	39.550452	33.050566	34.378647	46.138195	31.969383	50.493202	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000166313.22_1_S	ENST00001044594,ENST00001044600,ENST00001044612,ENST00000946528,ENST00000299402,ENST00001001775,ENST00001044593,ENST00001044621,ENST00001044622,ENST00001138089	ENSG00000166313.22	APBB1	chr11	6395124	6395701	-	6395124	6395152	28	1	100	100	100	100	100	100	384.730124	351.147341	361.305112	393.532053	362.114901	350.681922	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000064205.13_1_S	ENST00001044629,ENST00000190983,ENST00000372865,ENST00000372868,ENST00000991603,ENST00001102656,ENST00001123064,ENST00001132642	ENSG00000064205.13	CCN5	chr20	44724737	44727811	+	44727458	44727811	353	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
ENSG00000169218.16_1_S	ENST00001044863,ENST00000356545	ENSG00000169218.16	RSPO1	chr1	37611349	37612921	-	37611349	37612698	1349	1	NA	NA	100	NA	100	100	0	0	0.084202	0	0.138652	0.166313	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000234745.16_1_S	ENST00001044971	ENSG00000234745.16	HLA-B	chr6	31353871	31354296	-	31353871	31354275	404	1	100	100	100	100	100	100	24.233885	33.873173	44.264441	25.59939	26.050633	37.603875	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000187109.17_6_P	ENST00001045116,ENST00000916571,ENST00000431879,ENST00001045114,ENST00001143521	ENSG00000187109.17	NAP1L1	chr12	76047595	76048464	-	76047595	76047610	15	6	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000140299.16_1_D	ENST00001045172,ENST00000415213,ENST00001045173	ENSG00000140299.16	BNIP2	chr15	59659145	59664120	-	59659145	59664068	4923	2	63.678	65.165	57.303	59.186	51.106	59.667	15.967654	17.981731	18.180812	16.878252	14.810252	16.173036	D	6	TRUE	56.653	62.0486666666667	5.39566666666667	0.217601455269837	1	NS	NS
ENSG00000140299.16_2_P	ENST00001045172,ENST00000415213,ENST00001045173	ENSG00000140299.16	BNIP2	chr15	59662849	59664120	-	59662849	59664068	1219	2	36.322	34.835	42.697	40.814	48.894	40.333	9.108045	9.612268	13.546442	11.639254	14.169272	10.932608	P	6	TRUE	43.347	37.9513333333333	-5.39566666666666	0.217601455269838	1	NS	NS
ENSG00000155893.15_2_P	ENST00001045539,ENST00000286353	ENSG00000155893.15	PXYLP1	chr3	141291587	141294323	+	141293205	141294323	1118	3	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000155893.15_3_D	ENST00001045539,ENST00000286353	ENSG00000155893.15	PXYLP1	chr3	141291587	141294644	+	141293205	141294644	1439	3	100	100	100	100	100	100	54.386059	60.10211	50.905701	60.054326	57.693411	60.863972	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000265491.7_2_D	ENST00001045546,ENST00000582693	ENSG00000265491.7	RNF115	chr1	145742187	145746997	-	145742187	145745358	3171	3	14.053	8.54	19.168	22.316	26.182	21.5	5.029875	3.088302	7.207502	8.33651	10.154935	7.480281	D	6	TRUE	23.3326666666667	13.9203333333333	-9.41233333333333	0.0735702572929421	1	NS	NS
ENSG00000265491.7_3_P	ENST00001045546,ENST00000582693	ENSG00000265491.7	RNF115	chr1	145744425	145746997	-	145744425	145745358	933	3	0	0	0	0	7.751	0	0	0	0	0	3.006143	0	P	1	FALSE	2.58366666666667	0	-2.58366666666667	NA	NA	NS	NS
ENSG00000141542.13_1_S	ENST00001045579,ENST00000571995	ENSG00000141542.13	RAB40B	chr17	82654972	82658134	-	82654972	82655658	686	1	100	100	100	100	100	100	13.204873	13.018306	14.29178	13.520798	14.953592	14.167215	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000142856.20_1_S	ENST00001045702	ENSG00000142856.20	ITGB3BP	chr1	63440769	63441103	-	63440769	63441041	272	1	100	100	100	100	100	100	18.250165	27.115481	17.691234	11.26072	18.918096	19.981268	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000154222.17_1_S	ENST00001045836	ENSG00000154222.17	CC2D1B	chr1	52345722	52346203	-	52345722	52346023	301	1	NA	100	NA	100	100	NA	0	1.512681	0	1.726976	0.869947	0	S	2	TRUE	100	100	0	NA	NA	NS	NS
ENSG00000108848.17_2_D	ENST00001046195,ENST00000505658,ENST00001118245,ENST00001143176,ENST00001123955	ENSG00000108848.17	LUC7L3	chr17	50749218	50752640	+	50750661	50752640	1979	2	100	100	100	100	100	100	112.322994	109.513669	101.208343	138.015354	101.753732	95.907054	D	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000108848.17_1_P	ENST00001046195,ENST00000505658,ENST00001118245,ENST00001143176,ENST00001123955,ENST00000393227	ENSG00000108848.17	LUC7L3	chr17	50749218	50751617	+	50750937	50751617	680	2	0	0	0	0	0	0	0	0	0	0	0	0	P	0	FALSE	0	0	0	NA	NA	NS	NS
ENSG00000016391.13_4_P	ENST00001046199,ENST00000315251,ENST00001001423,ENST00001144027	ENSG00000016391.13	CHDH	chr3	53816359	53818195	-	53816359	53817776	1417	4	0	53.815	0	0	0	0	0	0.47235	0	0	0	0	P	0	FALSE	0	17.9383333333333	17.9383333333333	NA	NA	NS	NS
ENSG00000102383.16_1_S	ENST00001046208	ENSG00000102383.16	ZDHHC15	chrX	75368426	75372945	-	75368426	75372886	4460	1	100	100	100	100	100	100	16.753758	16.608642	16.237569	18.645204	19.162569	18.502877	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000088970.18_1_S	ENST00001046372,ENST00000616848,ENST00001120803,ENST00001132108	ENSG00000088970.18	KIZ	chr20	21244244	21246622	+	21246576	21246622	46	1	100	100	100	100	100	100	0.253242	0.519081	0.600689	0.260989	0.502848	0.354615	S	0	FALSE	100	100	0	NA	NA	NS	NS
ENSG00000182858.16_2_S	ENST00001046459,ENST00000330817,ENST00000975855,ENST00001131858,ENST00001046458,ENST00000975854,ENST00001074780	ENSG00000182858.16	ALG12	chr22	49903218	49904254	-	49903218	49903837	619	2	100	100	100	100	100	100	12.684836	12.682742	14.364662	15.241729	15.392382	16.338286	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000112773.18_1_S	ENST00001046586,ENST00000320172	ENSG00000112773.18	TENT5A	chr6	81745729	81750471	-	81745729	81746607	878	1	100	100	100	100	100	100	1.116396	1.908763	2.723962	1.024043	0.887762	2.009814	S	5	TRUE	100	100	0	1	1	NS	NS
ENSG00000181019.14_1_P	ENST00001046797,ENST00000320623,ENST00001078258,ENST00001101835	ENSG00000181019.14	NQO1	chr16	69710840	69711281	-	69710840	69710975	135	2	67.04	39.243	72.846	81.039	77.182	69.222	1.869468	2.051379	6.692494	7.309372	6.715865	6.817033	P	6	TRUE	75.8143333333333	59.7096666666667	-16.1046666666667	0.256704755747717	1	NS	NS
ENSG00000181019.14_2_D	ENST00001046797,ENST00000320623,ENST00001078258,ENST00001133715	ENSG00000181019.14	NQO1	chr16	69709400	69711281	-	69709400	69710975	1575	2	32.96	60.757	27.154	18.961	22.818	30.778	0.919115	3.176017	2.494732	1.71021	1.985431	3.031057	D	5	TRUE	24.1856666666667	40.2903333333333	16.1046666666667	0.256704755747717	1	NS	NS
ENSG00000131459.15_1_S	ENST00001046853,ENST00000253778,ENST00001046848,ENST00001134212	ENSG00000131459.15	GFPT2	chr5	180300689	180301608	-	180300689	180301018	329	1	100	100	100	100	100	100	11.332713	12.521797	11.980459	12.441096	9.231599	11.318884	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000102030.18_3_D	ENST00001046871,ENST00000370009	ENSG00000102030.18	NAA10	chrX	153929309	153930223	-	153929309	153929986	677	4	100	0	44.488	0	100	0	10.22645	0	9.774394	0	9.503967	0	D	3	TRUE	33.3333333333333	48.1626666666667	14.8293333333333	0.754070217813083	1	NS	NS
ENSG00000102030.18_4_P	ENST00001046871,ENST00000370009	ENSG00000102030.18	NAA10	chrX	153929826	153930223	-	153929826	153929986	160	4	0	0	55.512	0	0	0	0	0	12.196573	0	0	0	P	1	FALSE	0	18.504	18.504	NA	NA	NS	NS
ENSG00000102030.18_2_S	ENST00001046871,ENST00000370009,ENST00000930123,ENST00000393712,ENST00000370015	ENSG00000102030.18	NAA10	chrX	153929923	153930307	-	153929923	153929986	63	4	100	100	100	100	100	100	156.627946	126.213907	121.879622	164.823348	145.455423	125.708834	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000063854.15_2_P	ENST00001046901,ENST00000397353,ENST00000986129,ENST00001138331,ENST00000566709	ENSG00000063854.15	HAGH	chr16	1809102	1809446	-	1809102	1809282	180	2	96.085	95.715	96.653	97.163	96.581	96.205	176.303598	138.767656	171.604091	162.062022	161.037109	147.484934	P	6	TRUE	96.6496666666667	96.151	-0.498666666666665	0.270160392015236	1	NS	NS
ENSG00000180979.12_1_S	ENST00001047029,ENST00000323443	ENSG00000180979.12	LRRC57	chr15	42537819	42544124	-	42537819	42539587	1768	1	100	100	100	100	100	100	5.648234	6.700747	7.164091	5.778556	5.786178	6.509685	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000093167.20_2_D	ENST00001047149,ENST00000336686	ENSG00000093167.20	LRRFIP2	chr3	37053003	37053961	-	37053003	37053850	847	4	22.749	27.873	14.835	20.412	31.835	32.966	25.468546	33.118403	16.029249	22.029861	29.063026	33.714345	D	6	TRUE	28.4043333333333	21.819	-6.58533333333333	0.298899946579402	1	NS	NS
ENSG00000093167.20_3_D	ENST00001047149,ENST00000336686	ENSG00000093167.20	LRRFIP2	chr3	37053131	37053961	-	37053131	37053850	719	4	30.739	17.242	32.221	34.291	30.409	26.011	34.414284	20.48646	34.816208	37.009583	27.761321	26.601206	D	6	TRUE	30.237	26.734	-3.503	0.558850385570435	1	NS	NS
ENSG00000093167.20_4_P	ENST00001047149,ENST00000336686	ENSG00000093167.20	LRRFIP2	chr3	37053712	37053961	-	37053712	37053850	138	4	41.085	50.747	46.842	42.893	32.911	35.242	45.997865	60.297864	50.614688	46.293566	30.045172	36.042044	P	6	TRUE	37.0153333333333	46.2246666666667	9.20933333333333	0.0893669363594275	1	NS	NS
ENSG00000158859.12_2_P	ENST00001047224,ENST00000367996	ENSG00000158859.12	ADAMTS4	chr1	161189747	161191564	-	161189747	161190949	1202	2	100	83.818	NA	NA	0	94.472	0.094612	0.216231	0	0	0	0.349533	P	0	FALSE	47.236	91.909	44.673	NA	NA	NS	NS
ENSG00000134470.23_1_S	ENST00001047554,ENST00001047553	ENSG00000134470.23	IL15RA	chr10	5948899	5949317	-	5948899	5949223	324	1	NA	NA	NA	NA	NA	100	0	0	0	0	0	0.722024	S	0	FALSE	100	NA	NA	NA	NA	NS	NS
ENSG00000180329.16_1_S	ENST00001047566,ENST00000315286,ENST00000457422,ENST00000938683,ENST00001082639	ENSG00000180329.16	CCDC43	chr17	44677439	44682388	-	44677439	44678855	1416	1	100	100	100	100	100	100	15.219492	17.226693	16.713047	15.566019	15.019961	15.974287	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000123933.19_1_S	ENST00001047641,ENST00000337190	ENSG00000123933.19	MXD4	chr4	2247431	2250701	-	2247431	2250205	2774	1	100	100	100	100	100	100	52.325428	48.163068	51.746571	45.248154	45.212662	56.443544	S	6	TRUE	100	100	0	1	1	NS	NS
ENSG00000147113.19_1_S	ENST00001047659,ENST00000398000,ENST00000990663,ENST00001135581	ENSG00000147113.19	DIPK2B	chrX	45148372	45151992	-	45148372	45151651	3279	1	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	S	0	FALSE	NA	NA	NA	NA	NA	NS	NS
